state_abbr,county,latitude,longitude,total_population,poverty_universe,poverty_below,poverty_rate,no_population,total_reported_crime_Violent Crime,total_reported_crime_Property Crime,property_crime_per_100k_Property Crime,violent_crime_per_100k_Violent Crime
NV,PERSHING,40.439639,-118.409477,6505,4718,380,0.0805426027977957,false,5,18,276.710222905457,76.8639508070715
GA,SPALDING,33.23751,-84.19607,68215,66941,12519,0.18701543149938,false,366,1320,1935.05827164113,536.538884409587
IL,PERRY,38.08011,-89.381836,20810,18320,3098,0.16910480349345,false,23,76,365.209034118212,110.523786641038
NJ,HUDSON,40.76766,-74.0235,710478,701665,103860,0.148019353965211,false,2278,12187,1715.32404944277,320.629210193701
TX,GONZALES,29.468704,-97.477738,19764,19467,2828,0.14527148507731,false,165,251,1269.98583282736,834.85124468731
GA,STEPHENS,34.552914,-83.290216,26842,25770,3587,0.139192859914629,false,40,369,1374.71127337754,149.020192236048
TN,HAMILTON,35.159186,-85.202296,370913,361793,45380,0.125430840287126,false,2478,10795,2910.38599348095,668.081194242316
PA,WASHINGTON,40.200005,-80.252132,209778,204399,19123,0.093557209183998,false,321,1544,736.016169474397,153.018905700312
MS,AMITE,31.203933,-90.795542,12611,12496,3379,0.270406530089629,false,11,14,111.014193957656,87.2254381095869
MT,SWEET GRASS,45.81306,-109.941312,3713,3685,288,0.0781546811397558,false,7,26,700.242391597091,188.526797737678
VA,PETERSBURG CITY,37.20473,-77.392368,33365,32874,6930,0.210804891403541,false,234,1140,3416.75408362056,701.333732953694
NC,RUTHERFORD,35.367447,-81.95726,64850,63623,11196,0.175974097417601,false,132,970,1495.75944487278,203.546646106399
PA,MONTOUR,40.961903,-76.61777,18079,17209,1509,0.0876866755767331,false,51,143,790.972952043808,282.095248631008
NC,DAVIE,35.89376,-80.561844,43526,43186,4310,0.0998008613902654,false,135,669,1537.01236042825,310.159444929467
LA,MADISON,32.407642,-91.187164,,,,,true,91,43,,
TX,GOLIAD,28.665903,-97.3847,7096,7001,645,0.0921296957577489,false,13,64,901.916572717024,183.201803833145
IA,WAPELLO,41.016605,-92.40911,35265,34359,5743,0.167146890188888,false,121,828,2347.93704806465,343.116404366936
NH,ROCKINGHAM,42.988842,-71.098746,317163,314843,15031,0.0477412551652729,false,244,2318,730.854481764897,76.9320507120944
TN,MARION,35.133422,-85.618399,29010,28686,4854,0.169211462037231,false,63,233,803.171320234402,217.166494312306
AR,CRITTENDEN,35.211878,-90.315331,47609,46760,9684,0.207100085543199,false,814,1818,3818.60572580815,1709.76075952026
FL,SANTA ROSA,30.703633,-87.014255,193719,188472,15911,0.084421028057218,false,268,1411,728.374604452842,138.344715799689
VA,UNMAPPED COUNTY,37.531399,-77.476009,,,,,true,0,0,,
NM,LINCOLN,33.740941,-105.449083,20227,20002,3205,0.16023397660234,false,4,11,54.3827557225491,19.7755475354724
NM,SANDOVAL,35.685071,-106.882619,151538,150756,15123,0.100314415346653,false,348.5,1111,733.149441064288,229.975319721786
ID,TETON,43.760994,-111.211765,12101,12075,1136,0.0940786749482402,false,22,34,280.96851499876,181.803156763904
AR,JACKSON,35.596605,-91.223178,16775,14360,3044,0.211977715877437,false,91,358,2134.12816691505,542.4739195231
MO,DENT,37.64598,-91.53612,14506,14325,2046,0.14282722513089,false,37,180,1240.86584861437,255.066868881842
IA,TAMA,41.99561,-92.58011,16982,16572,2544,0.153511947863867,false,14,48,282.652219997645,82.4402308326463
AR,COLUMBIA,33.288986,-93.23718,22527,20458,4642,0.226903900674553,false,71,371,1646.91259377636,315.177342744262
NY,CHAUTAUQUA,42.304216,-79.407595,126329,121678,20703,0.170145794638308,false,339,2158,1708.23801344109,268.346935383008
MI,GOGEBIC,46.477707,-89.94104,14348,14045,2100,0.149519401922392,false,13,82,571.508224142738,90.6049623640926
VA,BLAND,37.130612,-81.125853,6211,5265,668,0.12687559354226,false,2,41,660.11914345516,32.200933827081
AR,GARLAND,34.578861,-93.146915,100062,98558,16237,0.164745632013637,false,509,3490,3487.83754072475,508.684615538366
TN,BLEDSOE,35.593668,-85.205979,14905,13723,3427,0.249726736136413,false,6,49,328.748742032875,40.2549480040255
IA,SIOUX,43.00579,-96.05822,35984,33755,2172,0.0643460228114353,false,38.5,116.5,323.75500222321,106.991996442864
GA,PICKENS,34.468723,-84.43023,34197,33824,4502,0.133100756859035,false,12,160,467.877299178291,35.0907974383718
GA,TOOMBS,32.21141,-82.32324,26943,26597,5252,0.197465879610482,false,50.5,266.5,989.125190216383,187.432728352448
AL,MARSHALL,34.3587,-86.29298,98712,97268,15841,0.162859316527532,false,186.5,1196,1211.6054785639,188.933463003485
PA,BEDFORD,39.99862,-78.494751,47503,46922,5151,0.109777929329526,false,62,349,734.690440603751,130.518072542787
VT,BENNINGTON,43.178684,-73.04883,37312,36364,4128,0.113518864811352,false,93,482,1291.80960548885,249.249571183533
SC,HORRY,33.909269,-78.976675,368937,362435,46454,0.128171948073448,false,1467,8635,2340.50800001084,397.628863464494
NE,CUMING,41.915865,-96.788517,8976,8841,686,0.0775930324623911,false,3,16,178.25311942959,33.4224598930481
WI,WAUKESHA,43.019308,-88.306707,409040,405003,21085,0.0520613427554858,false,311.5,2908,710.932916096225,76.1539213768825
IA,POLK,41.684281,-93.56972,497441,488661,49165,0.100611671485959,false,1101.5,6937.5,1394.63775603539,221.433295606916
OK,TULSA,36.154087,-95.995735,673708,662257,97074,0.146580557094904,false,2384,11276,1673.7221466867,353.862504230319
LA,CONCORDIA,31.642176,-91.55464,,,,,true,75,238,,
FL,MONROE,24.7114,-81.09389,81840,80849,8412,0.104045813801037,false,255,942,1151.02639296188,311.58357771261
NV,EUREKA,39.977788,-116.272208,1660,1654,365,0.220677146311971,false,16,43,2590.36144578313,963.855421686747
IN,PERRY,38.081436,-86.62654,19218,17801,2285,0.128363575080052,false,39,155,806.535539598293,202.934748673119
IN,FULTON,41.065823,-86.21438,20411,20132,2541,0.126216968011127,false,1,6,29.3959139679585,4.89931899465974
TX,LYNN,33.178412,-101.818493,5667,5602,980,0.17493752231346,false,15,30,529.380624669137,264.690312334569
IN,CLINTON,40.2816,-86.51342,32967,32102,2744,0.0854775403401657,false,25,286,867.534200867534,75.8334091667425
KS,COWLEY,37.234507,-96.837247,34487,32150,4455,0.138569206842924,false,129,749,2171.83286455766,374.053991359063
NJ,WARREN,40.853524,-75.009542,110238,108645,8827,0.081246260757513,false,73,944,856.329033545601,66.2203595856238
SC,BAMBERG,33.203021,-81.053161,13164,12386,2676,0.216050379460681,false,86,335,2544.8192038894,653.296870252203
SC,KERSHAW,34.338356,-80.590885,66924,66533,9358,0.140652007274586,false,275,1378,2059.05205905206,410.913872452334
ID,OWYHEE,42.593063,-116.142655,12284,12121,1620,0.133652338915931,false,24,33,268.642136112016,195.376098990557
WA,KING,47.631954,-122.212746,2262713,2231897,186954,0.0837646181701037,false,10114.5,88340.5,3904.18493198209,447.007640827626
RI,KENT,41.701786,-71.45817,170658,169107,12500,0.073917697079364,false,168,1801,1055.32702832566,98.442499033154
MD,ANNE ARUNDEL,38.993374,-76.560511,590936,580311,31842,0.0548705780176492,false,1992,9786,1656.01689523062,337.092341641058
AR,CRAWFORD,35.583041,-94.236224,60792,59559,9998,0.167867156936819,false,187,1078,1773.25963942624,307.606263982103
CA,MODOC,37.798763,-122.24971,8646,8468,1717,0.20276334435522,false,52,53,613.000231320842,601.434189220449
AZ,YUMA,32.773942,-113.910905,207685,200032,32921,0.164578667413214,false,719,2510,1208.56104196259,346.197366203626
GA,LAURENS,32.39322,-82.926317,49619,48813,10944,0.22420256898777,false,94,368,741.651383542595,189.443559926641
CO,CROWLEY,38.221676,-103.75666,5734,4177,762,0.182427579602586,false,3,34,592.954307638647,52.3194977328218
TX,SUTTON,30.568474,-100.642075,3306,3288,381,0.115875912408759,false,4,7,211.736237144586,120.992135511192
MI,GENESEE,43.177414,-83.7401,404087,399259,63645,0.159407802954974,false,2653,6354.5,1572.55739481844,656.541784318723
SD,KINGSBURY,44.362969,-97.499313,5210,5105,496,0.0971596474045054,false,0,5,95.9692898272553,0
NE,OTOE,40.637992,-96.131027,16075,15867,1514,0.0954181634839604,false,17,147,914.463452566096,105.754276827372
GA,MACON,32.366216,-84.052162,11953,9948,2537,0.255026135906715,false,11,17,142.223709528989,92.0271061658161
ND,ROLETTE,48.768271,-99.840463,12065,11644,2920,0.250772930264514,false,8,52,430.998756734356,66.3075010360547
FL,WALTON,30.631211,-86.176614,79846,77981,8912,0.114284248727254,false,150,498,623.700623700624,187.861633644766
KS,ANDERSON,38.27986,-95.241455,7819,7704,840,0.109034267912773,false,7,66,844.097710704694,89.5255147717099
WA,KITSAP,47.538002,-122.63901,276581,268801,22299,0.0829572806648785,false,825,5153,1863.10701024293,298.285131661249
MT,MUSSELSHELL,46.449062,-108.541885,5068,5000,765,0.153,false,9,25,493.291239147593,177.584846093133
FL,TAYLOR,30.091877,-83.57286,21422,18627,3225,0.1731357706555,false,120,345,1610.49388479134,560.171786014378
MO,SULLIVAN,40.202194,-93.12458,5903,5760,849,0.147395833333333,false,4,31,525.156699983059,67.7621548365238
IL,FAYETTE,39.02734,-88.848755,21380,20165,3324,0.164840069427225,false,40,184,860.617399438728,187.090739008419
TN,RUTHERFORD,35.83635,-86.409584,351591,346097,31796,0.091870198239222,false,1406,6563,1866.65756518227,399.896470615004
MT,GRANITE,46.395358,-113.425683,3419,3347,349,0.104272482820436,false,16,34,994.442819537877,467.973091547236
IN,WARRICK,38.04901,-87.274055,64650,63576,4053,0.0637504718761797,false,196,528,816.705336426914,303.170920340294
PA,ELK,41.42086,-78.73867,30703,30330,2756,0.0908671282558523,false,29,214,697.000293130965,94.4533107513924
IA,PLYMOUTH,42.737585,-96.215864,25699,25317,1712,0.0676225461152585,false,271.5,1648,6412.70088330285,1056.46134090821
NC,GASTON,35.28488,-81.28466,231485,227676,29054,0.127611166745726,false,1024.5,5525.5,2386.97971790829,442.577272825453
TX,KENT,33.18478,-100.76972,727,670,56,0.0835820895522388,false,0,0,0,0
TX,CULBERSON,31.445908,-104.526945,2181,2165,383,0.176905311778291,false,0,0,0,0
NM,SAN MIGUEL,35.591564,-105.22732,27036,25896,5689,0.219686438059932,false,139,292,1080.04142624649,514.129309069389
NC,BUNCOMBE,35.609371,-82.530426,271790,265007,31202,0.11774028610565,false,1054,5804,2135.47223959675,387.79940395158
TN,CUMBERLAND,35.941387,-85.02328,62529,61949,8307,0.134094174240101,false,136,682,1090.69391802204,217.499080426682
VA,SPOTSYLVANIA,38.266205,-77.49507,143876,142947,9974,0.0697741120834995,false,361,741,515.026828658011,250.910506269287
AR,MILLER,33.421623,-94.04305,42588,41304,8694,0.210488088320744,false,323,1302,3057.19921104537,758.429604583451
FL,ORANGE,29.179031,-82.149666,1440471,1401137,182784,0.130454052672936,false,374,2726,189.243657109376,25.9637299188946
NJ,SOMERSET,40.6983,-74.54763,346203,343350,18851,0.0549031600407747,false,184,2944,850.36813661349,53.1480085383431
MO,PIKE,39.339959,-91.171607,17623,15868,2582,0.162717418704311,false,38,125,709.300346138569,215.627305226125
IL,BOND,38.8887,-89.412445,16627,14562,1846,0.126768301057547,false,13,82,493.17375353341,78.1860828772479
IA,CEDAR,41.763645,-91.12222,18427,18056,1308,0.0724412937527692,false,31.5,75.5,409.724860259402,170.9448092473
ID,BEAR LAKE,42.285833,-111.327445,6552,6493,660,0.101647928538426,false,5,34,518.925518925519,76.3125763125763
VA,HENRICO,37.542297,-77.38501,334434,330801,27912,0.0843770121613901,false,666,7525,2250.07026797515,199.142431690558
FL,LEE,26.551527,-81.892457,792692,780517,91539,0.117279956746618,false,2286,8634,1089.19984054336,288.384391415581
OK,WOODS,36.8048,-98.66453,8619,7674,1463,0.190643732082356,false,10,103,1195.03422670843,116.02274045713
VA,SOUTHAMPTON,36.685932,-76.99701,17988,16494,1427,0.0865163089608343,false,27,159,883.922615076718,150.100066711141
WY,BIG HORN,44.525654,-107.99332,11737,11473,1372,0.119585112873703,false,0,0,0,0
KY,DAVIESS,37.731671,-87.087139,103195,100445,15314,0.152461546119767,false,233,2322,2250.10901690973,225.786133049082
WI,RUSK,45.464275,-91.098045,14146,13909,1737,0.12488316917104,false,31,44,311.04199066874,219.143220698431
OH,ASHLAND,40.843274,-82.270121,52296,50716,6988,0.137786891710703,false,87,361.5,691.257457549335,166.360715924736
OH,COLUMBIANA,40.879005,-80.7554,101203,97788,13547,0.138534380496584,false,95,509.5,503.443573807101,93.8707350572611
ID,PAYETTE,44.0748,-116.9365,26190,25864,2332,0.0901639344262295,false,74,177,675.830469644903,282.550591828942
IA,ADAMS,41.021656,-94.696906,3641,3561,339,0.0951979780960404,false,15,4,109.859928591046,411.974732216424
OK,GRANT,36.80856,-97.73369,4137,4025,543,0.134906832298137,false,2,27,652.646845540247,48.344210780759
KY,LESLIE,37.087846,-83.388617,10261,9895,2701,0.272966144517433,false,6,14,136.438943572751,58.4738329597505
NE,SIOUX,42.485675,-103.744068,1197,1197,137,0.114452798663325,false,1,1,83.5421888053467,83.5421888053467
OK,SEQUOYAH,35.502435,-94.750757,39676,39223,7967,0.203120618004742,false,157,658,1658.43330980946,395.705212218974
HI,HONOLULU,21.304317,-157.85077,1003666,972612,88808,0.0913087644404963,false,2182,20949,2087.24814828838,217.403000599801
OK,MCCURTAIN,34.028564,-94.73709,30825,30456,6423,0.210894405043341,false,92,782,2536.90186536902,298.45904298459
LA,ASCENSION,30.202946,-90.910023,,,,,true,429,2638,,
ID,LEWIS,46.23299,-116.24048,3649,3616,629,0.173949115044248,false,2,31,849.54782132091,54.8095368594135
IA,CRAWFORD,42.017834,-95.35737,16289,16095,2635,0.163715439577509,false,17,84,515.685431886549,104.364908834183
TX,BROOKS,27.034994,-98.215276,6987,6561,2011,0.30650815424478,false,16,17,243.30900243309,228.99670817232
SC,BEAUFORT,32.358147,-80.68932,192123,185923,19494,0.104849857198948,false,687.5,2989.5,1556.0344154526,357.84367306361
IN,JASPER,40.93574,-87.15165,33198,32572,2259,0.0693540464202382,false,0,0,0,0
CA,EL DORADO,37.798763,-122.24971,192299,190642,15754,0.0826365648702804,false,522,1861,967.76374292118,271.452269642588
ID,CASSIA,42.535473,-113.79283,25165,24786,2546,0.102719277011216,false,24,232,921.915358633022,95.3705543413471
NY,SCHENECTADY,42.809704,-73.93967,159603,155459,19384,0.124688824706193,false,569,3743,2345.19401264387,356.509589418745
AR,SHARP,36.259796,-91.54158,17597,17277,2997,0.173467615905539,false,14.5,53,301.187702449281,82.4004091606524
TX,CONCHO,31.318865,-99.863648,3301,2426,323,0.133140972794724,false,0,12,363.526204180551,0
NE,HOLT,42.459287,-98.784766,10093,9950,1078,0.108341708542714,false,2,8,79.2628554443674,19.8157138610918
WA,FERRY,48.473256,-118.533589,7326,7253,1131,0.155935474975872,false,13,18,245.700245700246,177.450177450177
MO,STE GENEVIEVE,37.968,-90.05517,,,,,true,72,134,,
NE,DODGE,41.577008,-96.645853,37146,36101,3365,0.0932107143846431,false,54,231,621.870457115167,145.372314650299
TN,LINCOLN,35.161266,-86.558624,35617,35088,4359,0.124230506155951,false,125,362,1016.3685880338,350.956004155319
AR,LITTLE RIVER,33.699497,-94.229774,11959,11708,1927,0.164588315681585,false,46,162,1354.62831340413,384.64754578142
FL,WAKULLA,30.426645,-84.249504,34608,31471,1758,0.0558609513520384,false,25,120,346.740638002774,72.2376329172446
KS,LOGAN,39.126472,-100.860344,2720,2691,355,0.131921218877741,false,1.5,4,147.058823529412,55.1470588235294
KS,RICE,38.347178,-98.201415,9389,8747,644,0.0736252429404367,false,21,73,777.505591649803,223.665992118436
ND,HETTINGER,46.434939,-102.458385,2453,2312,215,0.0929930795847751,false,1,9,366.897676314717,40.766408479413
TX,CASTRO,34.55095,-102.31234,7328,7239,1010,0.139522033430032,false,8,29,395.742358078603,109.170305676856
CA,ORANGE,33.93234,-117.946106,3164063,3125637,296493,0.0948584240588399,false,9387,59974,1895.4742683695,296.6755086735
NE,RED WILLOW,40.16942,-100.468576,10611,10271,1449,0.141076818226073,false,7,122,1149.75025916502,65.9692771652059
KY,LINCOLN,37.457174,-84.658335,24415,24051,4459,0.185397696561474,false,15,121.5,497.644890436207,61.4376407945935
CA,SANTA CRUZ,36.96701,-122.026955,266021,255068,28613,0.112177929022849,false,1102,4087,1536.34487502866,414.253010100706
NE,SALINE,40.516802,-97.131755,14642,13989,1329,0.0950032168132104,false,32,193,1318.12593907936,218.549378500205
VA,HAMPTON CITY,37.04803,-76.297149,137334,133087,17351,0.130373364791452,false,395,4185,3047.31530429464,287.619963009888
ND,ADAMS,46.096815,-102.533198,2179,2112,307,0.145359848484848,false,2,4,183.57044515833,91.7852225791648
NE,KIMBALL,41.199274,-103.703153,3348,3264,362,0.110906862745098,false,1,25,746.714456391876,29.868578255675
NC,MACON,35.152959,-83.421901,37533,37071,5337,0.143966982277252,false,45,483.5,1288.19971758186,119.894492846295
AR,LAFAYETTE,33.36069,-93.49839,6211,6092,1658,0.272160210111622,false,27,39,627.918209628079,434.712606665593
KS,SEWARD,37.180585,-100.854741,21640,21283,2762,0.129774937743739,false,65,224,1035.12014787431,300.369685767098
NE,HALL,40.866023,-98.498004,62431,61378,7213,0.117517677343674,false,225,1188,1902.90080248594,360.397879258702
TX,JASPER,30.660553,-93.89276,32807,31610,7032,0.222461246441,false,51,428,1304.59962812814,155.454628585363
WV,POCAHONTAS,38.332513,-80.012092,7855,7488,1558,0.208066239316239,false,15,74,942.075111394017,190.961171228517
ND,MOUNTRAIL,48.210291,-102.364756,9567,9455,1244,0.131570597567425,false,7,81,846.660395108184,73.1681822932999
WV,WAYNE,38.145531,-82.419698,38498,38363,6015,0.156791700336262,false,210,966,2509.22125824718,545.482882227648
OK,WASHINGTON,36.749653,-95.977684,52895,51546,7541,0.14629651185349,false,102,707,1336.61026562057,192.834861518102
TX,ANGELINA,31.32794,-94.78142,86791,84259,13707,0.16267698406105,false,413,1628,1875.77052920234,475.855791499119
TN,SEQUATCHIE,35.38184,-85.391136,16409,16162,3812,0.235861898279916,false,62,201,1224.93753427997,377.841428484368
NC,GATES,36.442135,-76.702355,10437,10238,1212,0.118382496581364,false,14,88,843.15416307368,134.138162307176
ID,CAMAS,43.463396,-114.804427,1155,1155,77,0.0666666666666667,false,0,0,0,0
ND,BENSON,48.071743,-99.351152,5861,5832,1295,0.222050754458162,false,0,10,170.61934823409,0
NC,ALAMANCE,36.097557,-79.50723,174286,169230,23943,0.141482006736394,false,555.5,2619.5,1502.98933936174,318.728985690187
SD,BROWN,45.464905,-98.48596,38079,36990,3914,0.10581238172479,false,156,520,1365.58207936133,409.674623808398
TX,RUSK,32.1575,-94.78392,52613,47551,6795,0.142899202961031,false,138,845.5,1607.01727709882,262.292589284017
NC,ALLEGHANY,36.489356,-81.132299,11075,10970,1907,0.17383773928897,false,60,185,1670.42889390519,541.76072234763
SC,DILLON,34.390172,-79.374964,28031,27571,8057,0.292227340321352,false,318,824,2939.6025828547,1134.4582783347
MI,TUSCOLA,43.370583,-83.58016,53071,52382,6616,0.126302928486885,false,143,456.5,860.168453581052,269.450358953101
FL,HENDRY,30.423128,-84.28066,40798,39966,8630,0.215933543511985,false,78,298,730.427962155008,191.185842443257
AL,WILCOX,31.990372,-87.302216,10347,10137,2943,0.290322580645161,false,21,47,454.237943365227,202.95737895042
KY,NICHOLAS,38.312286,-84.0276,7655,7536,1396,0.185244161358811,false,3.5,20.5,267.798824297845,45.7217504898759
NE,GRANT,41.915867,-101.756875,695,685,74,0.108029197080292,false,0,0,0,0
AR,SCOTT,34.858869,-94.063641,9839,9748,1678,0.172137874435782,false,28.5,149,1514.38154283972,289.66358369753
OK,CADDO,35.16792,-98.381045,26626,25186,4782,0.189867386643373,false,98.5,430,1614.9628182979,369.939157214752
TN,PICKETT,36.559364,-85.075741,5062,5002,1292,0.258296681327469,false,0,9,177.795337811142,0
IN,VANDERBURGH,37.97335,-87.568,179908,173806,24967,0.143648665753771,false,1507,4725,2626.34235275808,837.650354625698
SD,CHARLES MIX,43.206185,-98.595143,9281,8955,2045,0.228364042434394,false,17,110,1185.21711022519,183.169917034802
NC,FRANKLIN,36.09812,-78.297966,71962,70540,7118,0.100907286645875,false,202.5,1166.5,1620.99441371835,281.398515883383
IN,SHELBY,39.52082,-85.77815,45104,44239,5091,0.115079454779719,false,68.5,375.5,832.520397304009,151.871230932955
NC,HERTFORD,36.363517,-76.981616,20492,18613,3986,0.214151399559448,false,93,324,1581.10482139371,453.835643177826
WA,GRANT,47.213633,-119.467788,100428,99494,14884,0.149596960620741,false,269,2542,2531.16660692237,267.853586649142
OH,HANCOCK,41.000471,-83.666034,74885,72990,7497,0.102712700369914,false,154,953,1272.61801428858,205.64866128063
VA,NORTHUMBERLAND,37.856974,-76.379687,12085,11988,1238,0.10326993660327,false,33,99.5,823.334712453455,273.065784029789
IA,UNION,41.059776,-94.36151,12038,11743,1480,0.126032530017883,false,33,109,905.466024256521,274.131915600598
IN,UNION,39.635426,-84.92835,7028,6969,446,0.0639977041182379,false,0,0,0,0
GA,HABERSHAM,34.635108,-83.526406,46948,44429,6064,0.13648742938171,false,27.5,180.5,384.467921956207,58.5754451733833
IN,ST JOSEPH,41.66217,-86.17931,,,,,true,1537,4930,,
NE,VALLEY,41.564094,-98.983484,4094,4031,373,0.0925328702555197,false,4,5,122.129946262824,97.7039570102589
SC,MCCORMICK,33.897605,-82.316192,9701,8745,1572,0.179759862778731,false,11,102,1051.43799608288,113.390372126585
TX,SCHLEICHER,30.896233,-100.527216,2426,2411,216,0.0895893819991705,false,4,6,247.320692497939,164.880461665293
TN,OVERTON,36.396347,-85.324104,22807,22427,4048,0.180496722700317,false,75,149,653.308194852458,328.846406804928
GA,MONTGOMERY,32.172108,-82.533349,8675,7816,1279,0.16363868986694,false,60.5,303.5,3498.5590778098,697.406340057637
CO,GARFIELD,39.546738,-107.32647,62034,61058,5539,0.0907170231583085,false,165,842,1357.32017925654,265.983170519393
AR,SEARCY,35.90966,-92.699351,7861,7736,1896,0.245087900723888,false,25,29,368.909807912479,318.025696476275
ND,WELLS,47.580851,-99.671502,3942,3853,405,0.105112899039709,false,1,13,329.781836631152,25.3678335870117
OH,LAKE,41.58852,-81.432755,232101,229009,18731,0.0817915453104463,false,182,1526,657.472393483871,78.4141386723883
TX,FRIO,28.89319,-99.09486,18019,14491,2835,0.195638672279346,false,43,224,1243.13224929241,238.636994283812
IL,WINNEBAGO,42.270714,-89.09578,283289,279177,44717,0.160174369665123,false,1979,5209,1838.75829982809,698.579895442463
WY,GOSHEN,42.066048,-104.17981,12587,11660,1439,0.123413379073756,false,15,119,945.419877651545,119.17057281322
NE,JEFFERSON,40.175736,-97.143103,7155,6988,690,0.0987406983400115,false,8,70,978.336827393431,111.809923130678
MO,ST LOUIS CITY,38.625248,-90.19926,,,,,true,4070,18118,,
GA,WALKER,34.978447,-85.35674,68449,66637,9223,0.138406590932965,false,27,289,422.212157957019,39.445426521936
TN,SEVIER,35.758984,-83.39628,98802,97382,13285,0.136421515269762,false,322,1614,1633.57017064432,325.904333920366
IL,MENARD,40.022569,-89.794133,12169,12029,1174,0.0975974727741292,false,2,16,131.481633659298,16.4352042074123
CO,LAKE,39.25045,-106.29249,7411,7276,525,0.0721550302363936,false,27,72,971.528808527864,364.323303197949
IL,HENDERSON,40.815141,-90.93848,6284,6179,714,0.11555267842693,false,2,8,127.307447485678,31.8268618714195
SD,BUFFALO,44.044306,-99.203998,1757,1748,568,0.324942791762014,false,0,0,0,0
MS,WAYNE,31.673985,-88.64477,19699,19621,4484,0.228530655929871,false,51,140,710.695974414945,258.89639067973
WI,COLUMBIA,43.54133,-89.46112,58322,56873,4443,0.0781214284458355,false,71,336.5,576.969239738006,121.737937656459
WA,WAHKIAKUM,46.294638,-123.424458,4573,4543,714,0.157164869029276,false,11,33,721.626940739121,240.542313579707
WY,CAMPBELL,44.192361,-105.516978,47018,46237,4210,0.091052620195947,false,119,729,1550.47003275341,253.094559530393
AR,POLK,34.58666,-94.238434,19348,19040,3611,0.189653361344538,false,88,226,1168.07938805044,454.827372338226
KY,BRECKINRIDGE,37.778109,-86.432829,20722,20315,4331,0.213192222495693,false,6,84,405.366277386353,28.9547340990252
NM,CIBOLA,35.15374,-107.853935,27059,25480,7041,0.276334379905809,false,45,60,221.73768431945,166.303263239588
KS,NORTON,39.783867,-99.899235,5392,4397,375,0.0852854218785536,false,3,10,185.459940652819,55.6379821958457
GA,TAYLOR,32.554667,-84.251426,7786,7631,2242,0.293801598741974,false,21,34,436.681222707424,269.714872848703
IN,MARION,39.814747,-86.20089,971822,953481,144204,0.151239510803047,false,9958,33932.5,3491.63735745846,1024.67324263085
WV,HARRISON,39.279182,-80.386498,65407,64193,8708,0.135653420154846,false,118,930,1421.86616111425,180.408824743529
KY,UNMAPPED COUNTY,38.178093,-84.89988,,,,,true,0,0,,
NE,CLAY,40.523669,-98.05105,6084,5969,486,0.0814206734796448,false,1,4,65.7462195923734,16.4365548980934
WV,GILMER,38.34613,-81.63015,7376,5297,684,0.12912969605437,false,10,46,623.644251626898,135.574837310195
VT,WINDSOR,43.588143,-72.591514,57968,57133,4981,0.0871825389879754,false,98,443,764.214739166437,169.058791057135
NC,STANLY,35.310523,-80.254355,63557,61509,8765,0.142499471622039,false,142,814,1280.74012303916,223.421495665308
NC,WILSON,35.700351,-77.921602,78648,77254,16226,0.210034431874078,false,292.5,1535,1951.73430983623,371.910283796155
OK,CANADIAN,35.378815,-97.69633,162621,159392,13659,0.0856943886769725,false,2391.5,11525.5,7087.3380436721,1470.59727833429
OH,TUSCARAWAS,40.522636,-81.476204,92585,91329,11848,0.129728782752466,false,124,577,623.211103310472,133.930982340552
KS,STANTON,37.565932,-101.789383,2018,1988,256,0.128772635814889,false,0,0,0,0
TX,LIPSCOMB,36.2802,-100.272683,2964,2902,394,0.135768435561682,false,1,10,337.381916329285,33.7381916329285
LA,ST LANDRY,30.53644,-92.08239,,,,,true,402,1605,,
ME,AROOSTOOK,46.727057,-68.64941,67227,65298,9423,0.144307635762198,false,53,556,827.048656045934,78.8373718892707
MI,CRAWFORD,44.770985,-85.496765,13271,13067,1930,0.147700313767506,false,45,96,723.38180996157,339.085223419486
CO,MONTROSE,38.489193,-107.889206,43272,42825,5101,0.119112667834209,false,60,602,1391.19985209835,138.657792567942
NV,LANDER,39.90021,-117.04724,5745,5710,652,0.114185639229422,false,22,84,1462.1409921671,382.941688424717
SC,PICKENS,34.88538,-82.723376,132604,124590,21473,0.172349305722771,false,244.5,1737,1309.9152363428,184.383578172604
AL,COOSA,32.931445,-86.243482,10323,9986,1161,0.116262767875025,false,22,121,1172.1398818173,213.1163421486
KS,CHEYENNE,39.789256,-101.727302,2628,2590,451,0.174131274131274,false,3,23,875.190258751903,114.155251141553
SD,CODINGTON,44.89872,-97.113434,28556,28154,2867,0.101832776870072,false,72,429,1502.31124807396,252.136153522902
TX,BREWSTER,29.808997,-103.252458,9464,9121,767,0.0840916566165991,false,9,28,295.85798816568,95.0972104818259
IA,JOHNSON,41.668736,-91.588812,154881,146977,24608,0.167427556692544,false,383.5,2408,1554.74202775034,247.609455000936
UT,TOOELE,40.529606,-112.29857,76648,75917,3562,0.0469196622627343,false,242,1069,1394.68740215009,315.729047072331
MN,COOK,47.75116,-90.34013,5633,5572,628,0.112706389088299,false,11,51,905.379016509853,195.27782709036
IN,MORGAN,39.428463,-86.43792,72202,71031,6064,0.0853711759654236,false,0,0,0,0
NY,CHEMUNG,42.091324,-76.80329,82805,79307,12500,0.15761534290794,false,163,1318,1591.69132298774,196.848016424129
MO,SHELBY,39.797531,-92.088719,6011,5777,902,0.156136402977324,false,5,28,465.812676759275,83.1808351355848
